Date,Close,High,Low,Open,Volume
01-01-2020,71.27580261230469,71.43000030517578,71.02999877929688,71.27580261230469,0
02-01-2020,71.02500153,71.40550231933594,71.02500153,71.02500153,0
03-01-2020,71.41500091552734,71.99500274658203,71.22979736328125,71.41500091552734,0
06-01-2020,71.73100280761719,72.19000244140625,71.70300293,71.72000122070312,0
07-01-2020,71.78700256347656,72.03260040283203,71.66899871826172,72.01999664,0
08-01-2020,72.16000366210938,72.5,71.34449768066406,72.16000366210938,0
09-01-2020,71.41190338134766,71.62999725341797,71.10199737548828,71.62999725341797,0
10-01-2020,71.19429779052734,71.39250183105469,70.82900238,71.39250183105469,0
13-01-2020,70.95300293,70.98999786376953,70.64800262451172,70.95300293,0
14-01-2020,70.71890258789062,70.95249938964844,70.60649871826172,70.71890258789062,0
15-01-2020,70.84510040283203,71.10500336,70.66000366210938,71.10500336,0
16-01-2020,70.71800231933594,71.09999847,70.66149902,70.93250274658203,0
17-01-2020,70.94560241699219,71.16249847,70.83599853515625,71.16249847,0
20-01-2020,71.03469848632812,71.25,70.72000122070312,71.03369903564453,0
21-01-2020,71.03099822998047,71.37000274658203,71.02999877929688,71.24250030517578,0
22-01-2020,71.16999816894531,71.41500091552734,71.06649780273438,71.20400238,0
23-01-2020,71.07810211,71.45249938964844,71.06999969482422,71.06999969482422,0
24-01-2020,71.32099914550781,71.51000213623047,71.20850372314453,71.32219696044922,0
27-01-2020,71.32499694824219,71.63500213623047,71.31999969482422,71.31999969482422,0
28-01-2020,71.44000244140625,71.65499877929688,71.1780014,71.65499877929688,0
29-01-2020,71.23040008544922,71.42500305175781,71.16850280761719,71.23010254,0
30-01-2020,71.30000305175781,71.71199798583984,71.30000305175781,71.30000305175781,0
31-01-2020,71.63999938964844,71.63999938964844,71.27749633789062,71.63999938964844,0
03-02-2020,71.49649810791016,71.69999694824219,71.26550293,71.54499816894531,0
04-02-2020,71.31410217285156,71.51499938964844,71.08499908447266,71.31410217285156,0
05-02-2020,71.09999847,71.27999877929688,71.09989929199219,71.10040283203125,0
06-02-2020,71.18000030517578,71.39749908447266,71.12100219726562,71.18099975585938,0
07-02-2020,71.47000122070312,71.57099914550781,71.17749786376953,71.47000122070312,0
10-02-2020,71.51550293,71.50800323486328,71.25900268554688,71.50499725341797,0
11-02-2020,71.27999877929688,71.47000122070312,71.17150115966797,71.47000122070312,0
12-02-2020,71.27529907226562,71.47499847,71.06400299072266,71.27549743652344,0
13-02-2020,71.29620361328125,71.49189758300781,71.23580169677734,71.29650115966797,0
14-02-2020,71.26850128173828,71.59600067138672,71.25640106201172,71.26850128173828,0
17-02-2020,71.51480102539062,71.5177002,71.26899719238281,71.5177002,0
18-02-2020,71.34919738769531,71.6135025,71.33000183105469,71.34929656982422,0
19-02-2020,71.57499694824219,71.81500244140625,71.42099762,71.79000091552734,0
20-02-2020,71.82749938964844,71.91950225830078,71.54740142822266,71.63289642333984,0
21-02-2020,72.11000061035156,72.11000061035156,71.66999816894531,72.11000061035156,0
24-02-2020,71.88680267333984,72.35500336,71.76699829101562,71.87000274658203,0
25-02-2020,72.04669952392578,72.29499816894531,71.59300231933594,72.04669952392578,0
26-02-2020,71.87000274658203,72.13749694824219,71.52559661865234,71.87000274658203,0
27-02-2020,71.66339874267578,71.95249938964844,71.53500366210938,71.66339874267578,0
