Date,Gold_Close,High_Gold,Low_Gold,Gold_Open,Volume_Gold,USD_Close,High_USD,Low_USD,USD_Open,Volume_USD,Gold_Price_Change,USD_Price_Change,Price_Trend,Volatility_Level,Market_Phase,Volume_Category,Year,Month,Gold_Rolling_Std
2020-02-10,1574.699951171875,1574.699951171875,1568.5999755859375,1569.300048828125,0.000128,71.51550293,71.50800323486328,71.25900268554688,71.50499725341797,0.0,6.0999755859375,0.24900054931640625,Bullish,Low,Pre-COVID,Light,2020,2,
2020-02-11,1565.5999755859375,1571.0999755859375,1561.9000244140625,1570.9000244140625,0.00044,71.27999877929688,71.47000122070312,71.17150115966797,71.47000122070312,0.0,9.199951171875,0.29850006103515625,Bearish,Low,Pre-COVID,Normal,2020,2,
2020-02-12,1567.4000244140625,1568.699951171875,1561.0,1565.199951171875,3.6e-05,71.27529907226562,71.47499847,71.06400299072266,71.27549743652344,0.0,7.699951171875,0.4109954792773465,Bullish,Low,Pre-COVID,Light,2020,2,
2020-02-13,1575.0999755859375,1575.0999755859375,1570.199951171875,1570.199951171875,7.4e-05,71.29620361328125,71.49189758300781,71.23580169677734,71.29650115966797,0.0,4.9000244140625,0.25609588623046875,Bullish,Low,Pre-COVID,Light,2020,2,12.979638023566213
2020-02-14,1582.699951171875,1582.699951171875,1574.800048828125,1575.800048828125,6.8e-05,71.26850128173828,71.59600067138672,71.25640106201172,71.26850128173828,0.0,7.89990234375,0.339599609375,Bullish,Low,Pre-COVID,Light,2020,2,11.436555520543882
2020-02-18,1600.0,1604.300048828125,1579.800048828125,1579.800048828125,0.00031,71.34919738769531,71.6135025,71.33000183105469,71.34929656982422,0.0,24.5,0.2835006689453081,Bullish,Medium,Pre-COVID,Normal,2020,2,12.849780831768772
2020-02-19,1607.5,1610.5,1599.699951171875,1600.5999755859375,0.000542,71.57499694824219,71.81500244140625,71.42099762,71.79000091552734,0.0,10.800048828125,0.3940048214062557,Bullish,Low,Pre-COVID,Normal,2020,2,14.951245757398059
2020-02-20,1616.5999755859375,1621.0,1603.0,1606.5,0.000117,71.82749938964844,71.91950225830078,71.54740142822266,71.63289642333984,0.0,18.0,0.372100830078125,Bullish,Medium,Pre-COVID,Light,2020,2,17.469657696323555
2020-02-21,1644.5999755859375,1645.0,1619.300048828125,1619.300048828125,0.000186,72.11000061035156,72.11000061035156,71.66999816894531,72.11000061035156,0.0,25.699951171875,0.44000244140625,Bullish,Medium,Pre-COVID,Normal,2020,2,22.1760411110011
2020-02-24,1672.4000244140625,1686.5999755859375,1650.0,1657.0,0.000435,71.88680267333984,72.35500336,71.76699829101562,71.87000274658203,0.0,36.5999755859375,0.5880050689843728,Bullish,High,Pre-COVID,Normal,2020,2,28.516411801280128
2020-02-25,1646.9000244140625,1653.699951171875,1632.300048828125,1645.0999755859375,0.000409,72.04669952392578,72.29499816894531,71.59300231933594,72.04669952392578,0.0,21.39990234375,0.701995849609375,Bullish,Medium,Pre-COVID,Normal,2020,2,31.12758941553837
2020-02-26,1640.0,1648.0999755859375,1636.4000244140625,1644.0,0.00199,71.87000274658203,72.13749694824219,71.52559661865234,71.87000274658203,0.0,11.699951171875,0.6119003295898438,Bearish,Low,Pre-COVID,Heavy,2020,2,32.54082740339166
2020-02-27,1640.0,1658.0,1638.5,1641.0999755859375,0.000707,71.66339874267578,71.95249938964844,71.53500366210938,71.66339874267578,0.0,19.5,0.4174957275390625,Bearish,Medium,Pre-COVID,Heavy,2020,2,33.36704344628501
2020-02-28,1564.0999755859375,1642.5,1564.0999755859375,1640.300048828125,0.000289,71.93000030517578,72.81500244140625,71.62750244140625,71.93000030517578,0.0,78.4000244140625,1.1875,Bearish,High,Pre-COVID,Normal,2020,2,33.03255838778776
2020-03-02,1592.300048828125,1608.300048828125,1574.300048828125,1583.9000244140625,0.000537,72.15000153,73.38749694824219,71.95249938964844,72.52899932861328,0.0,34.0,1.43499755859375,Bullish,High,COVID,Normal,2020,3,32.337821594066384
2020-03-03,1642.0999755859375,1645.300048828125,1594.0,1594.5,0.00061,72.82499694824219,73.59999847,72.34249877929688,72.42350006103516,0.0,51.300048828125,1.2574996907031277,Bullish,High,COVID,Heavy,2020,3,33.42812794422925
2020-03-04,1641.0999755859375,1645.9000244140625,1631.300048828125,1645.4000244140625,8.3e-05,73.34200286865234,74.03749847,72.89499664,73.34200286865234,0.0,14.5999755859375,1.1425018300000005,Bearish,Medium,COVID,Light,2020,3,34.11837727336616
2020-03-05,1666.4000244140625,1672.9000244140625,1637.199951171875,1637.300048828125,0.000154,74.04250336,74.08000183105469,73.05000305175781,74.04250336,0.0,35.7000732421875,1.029998779296875,Bullish,High,COVID,Normal,2020,3,35.957296588980526
2020-03-06,1670.800048828125,1686.199951171875,1647.199951171875,1670.800048828125,0.000175,73.85510254,74.44000244140625,73.49649810791016,73.85510254,0.0,39.0,0.9435043334960938,Neutral,High,COVID,Normal,2020,3,37.94406332008908
2020-03-09,1674.5,1701.5999755859375,1657.699951171875,1696.0999755859375,0.000161,73.99530029296875,75.0625,73.86250305175781,73.99530029296875,0.0,43.9000244140625,1.1999969482421875,Bearish,High,COVID,Normal,2020,3,39.926965399589605
2020-03-10,1659.0999755859375,1674.5999755859375,1643.0,1671.5999755859375,4.8e-05,74.40599822998047,75.14499664,73.73549652,75.14499664,0.0,31.5999755859375,1.4095001200000041,Bearish,High,COVID,Light,2020,3,40.88971981812812
2020-03-11,1641.4000244140625,1666.5,1635.0,1656.5999755859375,4.7e-05,74.20500183105469,74.40499877929688,73.40450286865234,74.20500183105469,0.0,31.5,1.0004959106445312,Bearish,High,COVID,Light,2020,3,40.797269203573556
2020-03-12,1589.300048828125,1647.5,1566.4000244140625,1637.0,0.000256,74.76000213623047,75.37999725341797,73.99449920654297,74.76000213623047,0.0,81.0999755859375,1.385498046875,Bearish,High,COVID,Normal,2020,3,40.31988257527366
2020-03-13,1515.699951171875,1589.800048828125,1513.800048828125,1574.9000244140625,8.9e-05,75.30000305175781,75.43499755859375,73.69950103759766,74.43609619140625,0.0,76.0,1.7354965209960938,Bearish,High,COVID,Light,2020,3,43.55011688637109
2020-03-16,1485.9000244140625,1569.0999755859375,1452.0999755859375,1569.0999755859375,0.000193,73.90399932861328,75.12249755859375,73.75749969482422,73.83000183105469,0.0,117.0,1.3649978637695312,Bearish,High,COVID,Normal,2020,3,48.65716419603121
2020-03-17,1524.9000244140625,1537.699951171875,1469.300048828125,1469.300048828125,0.000122,75.15499877929688,75.15499877929688,73.58000183105469,75.15499877929688,0.0,68.39990234375,1.5749969482421875,Bullish,High,COVID,Light,2020,3,50.52119249469623
2020-03-18,1477.300048828125,1542.0,1477.300048828125,1537.5,0.000333,74.01239776611328,74.98950195,73.70500183105469,74.01239776611328,0.0,64.699951171875,1.2845001189453171,Bearish,High,COVID,Normal,2020,3,54.66067404669882
2020-03-19,1478.5999755859375,1491.5999755859375,1471.0,1481.5,0.000262,74.98200225830078,75.5719986,74.41100311279297,74.98200225830078,0.0,20.5999755859375,1.1609954872070318,Bearish,Medium,COVID,Normal,2020,3,58.49697987311273
2020-03-20,1484.0,1484.0,1483.5,1483.5,1.4e-05,75.15969848632812,76.23000336,74.15499877929688,76.12000274658203,0.0,0.5,2.0750045807031228,Bullish,Low,COVID,Light,2020,3,61.773446565204665
2020-03-23,1567.0,1567.0,1490.199951171875,1505.300048828125,5.1e-05,75.62210083007812,77.75499725341797,75.27500153,75.38849639892578,0.0,76.800048828125,2.4799957234179715,Bullish,High,COVID,Light,2020,3,61.79650878036417
2020-03-24,1660.199951171875,1685.5,1592.699951171875,1592.699951171875,0.000442,76.50599670410156,77.75,75.01249694824219,76.50599670410156,0.0,92.800048828125,2.7375030517578125,Bullish,High,COVID,Normal,2020,3,62.8572858301872
2020-03-25,1632.300048828125,1676.5,1631.0999755859375,1676.5,0.000476,77.26000213623047,77.47499847,75.84999847,77.26000213623047,0.0,45.4000244140625,1.625,Bearish,High,COVID,Normal,2020,3,62.908066039428356
2020-03-26,1650.0999755859375,1660.5,1650.0999755859375,1660.5,3e-06,75.84549713134766,77.09500122070312,74.76950073242188,77.09500122070312,0.0,10.4000244140625,2.32550048828125,Bearish,Low,COVID,Light,2020,3,63.30114713415341
2020-03-27,1623.9000244140625,1623.9000244140625,1623.9000244140625,1623.9000244140625,0.100638,74.72560119628906,76.25,73.98999786376953,74.72560119628906,0.0,0.0,2.2600021362304688,Neutral,Low,COVID,Heavy,2020,3,63.228177881003035
2020-03-30,1622.0,1652.800048828125,1607.199951171875,1641.199951171875,0.016389,75.46499633789062,76.37999725341797,74.98999786376953,75.46499633789062,0.0,45.60009765625,1.3899993896484375,Bearish,High,COVID,Heavy,2020,3,63.19898584919027
2020-03-31,1583.4000244140625,1621.0,1576.0,1618.699951171875,0.002874,75.40000153,76.48249816894531,75.1344986,75.40010070800781,0.0,45.0,1.347999568945312,Bearish,High,COVID,Heavy,2020,3,63.31110642254702
2020-04-01,1578.199951171875,1600.0,1570.0,1570.0,0.002158,75.32499694824219,77.37760162353516,75.32499694824219,76.11000061035156,0.0,30.0,2.0526046752929688,Bullish,High,COVID,Heavy,2020,4,63.4780514305115
2020-04-02,1625.699951171875,1631.199951171875,1586.0,1590.9000244140625,0.001294,77.56999969482422,77.56999969482422,76.01000213623047,76.58550262451172,0.0,45.199951171875,1.55999755859375,Bullish,High,COVID,Heavy,2020,4,63.5677667498176
2020-04-03,1633.699951171875,1636.0,1619.800048828125,1624.5,0.000643,77.13999938964844,77.50499725341797,75.75,77.13999938964844,0.0,16.199951171875,1.7549972534179688,Bullish,Medium,COVID,Heavy,2020,4,63.353411812272604
2020-04-06,1677.0,1696.699951171875,1625.9000244140625,1629.0999755859375,0.001063,76.23000336,77.37999725341797,75.90450286865234,76.23000336,0.0,70.7999267578125,1.475494384765625,Bullish,High,COVID,Heavy,2020,4,63.53304184755054
2020-04-07,1664.800048828125,1724.4000244140625,1658.0,1695.699951171875,0.001144,75.96489715576172,77.11499786376953,75.25199890136719,75.96489715576172,0.0,66.4000244140625,1.8629989624023438,Bearish,High,COVID,Heavy,2020,4,64.04223667966572
2020-04-08,1665.4000244140625,1677.0,1662.5,1669.699951171875,0.000747,76.66000366210938,77.19999694824219,75.57250213623047,76.66000366210938,0.0,14.5,1.6274948120117188,Bearish,Medium,COVID,Heavy,2020,4,64.70552318434413
2020-04-09,1736.199951171875,1736.199951171875,1662.699951171875,1662.699951171875,0.000825,75.95899963378906,77.19999694824219,75.74749755859375,75.95899963378906,0.0,73.5,1.4524993896484375,Bullish,High,COVID,Heavy,2020,4,68.78699092357847
2020-04-13,1744.800048828125,1756.800048828125,1710.699951171875,1722.0,0.000696,76.16649627685547,76.95249938964844,75.99250030517578,76.16649627685547,0.0,46.10009765625,0.9599990844726562,Bullish,High,COVID,Heavy,2020,4,72.65133201353191
2020-04-14,1756.699951171875,1775.0,1739.5,1756.800048828125,0.000675,76.91000366210938,76.96250153,75.93949890136719,76.91000366210938,0.0,35.5,1.0230026286328098,Bearish,High,COVID,Heavy,2020,4,77.05577141959398
2020-04-15,1727.199951171875,1744.9000244140625,1722.699951171875,1739.4000244140625,0.000642,75.93099975585938,76.70950317382812,75.92130279541016,75.93099975585938,0.0,22.2000732421875,0.7882003784179688,Bearish,Medium,COVID,Heavy,2020,4,79.46115997669799
2020-04-16,1720.4000244140625,1750.5999755859375,1715.0,1731.0,0.000162,77.21250153,77.51000213623047,76.47200012207031,76.50009918,0.0,35.5999755859375,1.0380020141601562,Bearish,High,COVID,Normal,2020,4,81.4161361798338
2020-04-17,1689.199951171875,1725.0,1684.9000244140625,1715.699951171875,0.000223,77.56999969482422,77.56999969482422,76.24700164794922,76.85890197753906,0.0,40.0999755859375,1.322998046875,Bearish,High,COVID,Normal,2020,4,81.92496259769625
2020-04-20,1701.5999755859375,1701.5999755859375,1680.0,1686.0,0.000106,76.55999755859375,77.31500244140625,76.31130219,76.55999755859375,0.0,21.5999755859375,1.0037002514062436,Bullish,Medium,COVID,Light,2020,4,82.70380444504409
2020-04-21,1678.199951171875,1707.0999755859375,1659.9000244140625,1697.0,0.000666,77.20999908447266,77.61499786376953,76.49629974365234,76.59239959716797,0.0,47.199951171875,1.1186981201171875,Bearish,High,COVID,Heavy,2020,4,82.78080684308779
2020-04-22,1728.699951171875,1728.699951171875,1684.800048828125,1696.0,0.000453,76.96939849853516,77.68499755859375,76.3844986,77.68499755859375,0.0,43.89990234375,1.3004989585937494,Bullish,High,COVID,Normal,2020,4,84.6802321887063
2020-04-23,1733.300048828125,1745.0999755859375,1733.300048828125,1734.0,0.000482,76.40000153,76.99500274658203,75.67250061035156,76.99500274658203,0.0,11.7999267578125,1.3225021362304688,Bearish,Low,COVID,Normal,2020,4,86.78803262878412
2020-04-24,1723.5,1744.0,1714.5,1744.0,0.000221,76.42250061035156,76.80000305175781,75.83999633789062,76.42250061035156,0.0,29.5,0.9600067138671875,Bearish,High,COVID,Normal,2020,4,87.969397318877
2020-04-27,1711.9000244140625,1731.9000244140625,1711.9000244140625,1731.9000244140625,0.000169,76.27149963378906,76.78500366210938,75.88749694824219,76.27149963378906,0.0,20.0,0.8975067138671875,Bearish,Medium,COVID,Normal,2020,4,85.96228220611505
2020-04-28,1710.5,1716.5999755859375,1707.0999755859375,1716.5999755859375,0.001255,76.18630219,76.65499877929688,75.79039764404297,76.65499877929688,0.0,9.5,0.8646011352539062,Bearish,Low,COVID,Heavy,2020,4,81.48379271693672
2020-04-29,1703.4000244140625,1713.5,1702.0,1710.0,0.000373,76.46499633789062,76.46499633789062,75.41200256347656,76.46499633789062,0.0,11.5,1.0529937744140625,Bearish,Low,COVID,Normal,2020,4,78.46826759030245
2020-04-30,1684.199951171875,1719.300048828125,1680.800048828125,1719.300048828125,0.000327,75.25849914550781,75.75,74.80500030517578,75.61000061035156,0.0,38.5,0.9449996948242188,Bearish,High,COVID,Normal,2020,4,70.92214065110046
2020-05-01,1694.5,1701.5,1670.5,1686.5999755859375,0.000337,75.72000122070312,76.14499664,75.07299805,75.72000122070312,0.0,31.0,1.0719985900000069,Bullish,High,COVID,Normal,2020,5,61.92762066482721
2020-05-04,1706.9000244140625,1709.0,1699.5999755859375,1702.5999755859375,0.00032,75.60050201416016,75.80500030517578,75.35250091552734,75.59100341796875,0.0,9.4000244140625,0.4524993896484375,Bullish,Low,COVID,Normal,2020,5,51.242164710512355
2020-05-05,1704.4000244140625,1704.4000244140625,1697.199951171875,1701.5,8.2e-05,75.84999847,76.11579895019531,75.37999725341797,75.62999725341797,0.0,7.2000732421875,0.7358016967773438,Bullish,Low,COVID,Light,2020,5,46.955742540655535
2020-05-06,1684.199951171875,1704.0,1684.199951171875,1704.0,0.000469,76.16999816894531,76.16999816894531,75.59030151367188,76.16999816894531,0.0,19.800048828125,0.5796966552734375,Bearish,Medium,COVID,Normal,2020,5,46.76836867147365
2020-05-07,1721.800048828125,1721.800048828125,1685.5999755859375,1686.199951171875,0.000853,76.15129852294922,76.55000305175781,75.70950317382812,76.55000305175781,0.0,36.2000732421875,0.8404998779296875,Bullish,High,COVID,Heavy,2020,5,46.26068954187441
2020-05-08,1709.9000244140625,1728.9000244140625,1703.800048828125,1726.199951171875,0.00033,76.08000183105469,76.08000183105469,75.26000213623047,76.08000183105469,0.0,25.0999755859375,0.8199996948242188,Bearish,Medium,COVID,Normal,2020,5,45.93907753152186
2020-05-11,1695.300048828125,1704.5,1690.199951171875,1702.300048828125,0.000749,75.52500153,76.26000213623047,75.03949737548828,75.52500153,0.0,14.300048828125,1.2205047607421875,Bearish,Medium,COVID,Heavy,2020,5,44.314496306351494
2020-05-12,1704.4000244140625,1713.0999755859375,1699.300048828125,1699.300048828125,0.000324,76.30999755859375,76.30999755859375,75.04129791259766,75.92759704589844,0.0,13.7999267578125,1.2686996459960938,Bullish,Medium,COVID,Normal,2020,5,42.4317350802107
2020-05-13,1713.9000244140625,1721.300048828125,1701.9000244140625,1702.0,0.000431,75.68000030517578,75.68000030517578,75.04399871826172,75.36849975585938,0.0,19.4000244140625,0.6360015869140625,Bullish,Medium,COVID,Normal,2020,5,37.133642306412874
2020-05-14,1738.0999755859375,1743.0999755859375,1720.5,1724.300048828125,0.000672,75.42620086669922,75.73000336,75.34100341796875,75.42720031738281,0.0,22.5999755859375,0.38899994203124777,Bullish,Medium,COVID,Heavy,2020,5,30.228823010412235
2020-05-15,1753.4000244140625,1753.4000244140625,1739.699951171875,1739.699951171875,0.000719,75.48500061035156,76.18550109863281,75.31929779052734,75.48500061035156,0.0,13.7000732421875,0.8662033081054688,Bullish,Medium,COVID,Heavy,2020,5,27.868324451116077
2020-05-18,1731.800048828125,1770.5,1731.800048828125,1755.699951171875,0.000229,75.81999969482422,76.09200286865234,75.61239624023438,75.81999969482422,0.0,38.699951171875,0.47960662841796875,Bearish,High,COVID,Normal,2020,5,24.491356180919347
2020-05-19,1744.199951171875,1749.5,1744.199951171875,1744.199951171875,0.000167,75.60009766,76.04000091552734,75.52749633789062,75.59999847,0.0,5.300048828125,0.5125045776367188,Neutral,Low,COVID,Normal,2020,5,24.39275598518396
2020-05-20,1750.5999755859375,1752.0999755859375,1745.5999755859375,1751.5999755859375,1.6e-05,76.0,76.0,75.46299743652344,75.69999694824219,0.0,6.5,0.5370025634765625,Bearish,Low,COVID,Light,2020,5,23.59245113605948
2020-05-21,1720.5,1746.800048828125,1720.5,1746.800048828125,0.000528,75.77999877929688,75.91999816894531,75.41600036621094,75.77999877929688,0.0,26.300048828125,0.503997802734375,Bearish,Medium,COVID,Normal,2020,5,21.609446422395983
2020-05-22,1734.5999755859375,1734.5999755859375,1726.5999755859375,1726.5999755859375,6e-06,75.625,76.20950317382812,75.61000061035156,75.625,0.0,8.0,0.5995025634765625,Bullish,Low,COVID,Light,2020,5,21.56351808711809
2020-05-26,1704.800048828125,1726.4000244140625,1704.800048828125,1726.4000244140625,3.9e-05,76.11000061035156,76.11000061035156,75.40499877929688,75.87359619140625,0.0,21.5999755859375,0.7050018310546875,Bearish,Medium,COVID,Light,2020,5,21.041423364147754
2020-05-27,1710.300048828125,1710.300048828125,1685.5999755859375,1685.5999755859375,0.137416,75.81999969482422,76.0,75.38130187988281,75.48950195,0.0,24.7000732421875,0.6186981201171875,Bullish,Medium,COVID,Heavy,2020,5,19.608440930494176
2020-05-28,1713.300048828125,1727.800048828125,1705.0,1709.300048828125,0.023355,76.12999725341797,76.12999725341797,75.6344986,75.88569641113281,0.0,22.800048828125,0.49549865341796817,Bullish,Medium,COVID,Heavy,2020,5,19.462251106821014
2020-05-29,1736.9000244140625,1738.300048828125,1715.0999755859375,1718.800048828125,0.001526,75.95999908447266,75.95999908447266,75.42630004882812,75.95999908447266,0.0,23.2000732421875,0.5336990356445312,Bullish,Medium,COVID,Heavy,2020,5,19.876335733800154
2020-06-01,1737.800048828125,1747.0,1727.0999755859375,1740.4000244140625,0.000871,75.51319885253906,75.76999664,75.23549652,75.51319885253906,0.0,19.9000244140625,0.5345001200000041,Bearish,Medium,COVID,Heavy,2020,6,19.713786403886683
2020-06-02,1725.199951171875,1745.5,1721.800048828125,1743.0,0.000741,75.73000336,75.73000336,74.98280334472656,75.73000336,0.0,23.699951171875,0.7472000152734353,Bearish,Medium,COVID,Heavy,2020,6,19.580272046634427
2020-06-03,1697.800048828125,1726.300048828125,1684.5,1726.300048828125,0.002755,75.06580352783203,75.68499755859375,74.91439819335938,75.27500153,0.0,41.800048828125,0.770599365234375,Bearish,High,COVID,Heavy,2020,6,18.53976134260829
2020-06-04,1718.9000244140625,1718.9000244140625,1694.5,1694.5,0.000807,75.54499816894531,75.63500213623047,75.28189849853516,75.32769775390625,0.0,24.4000244140625,0.3531036376953125,Bullish,Medium,COVID,Heavy,2020,6,18.424694676377467
2020-06-05,1676.199951171875,1711.800048828125,1668.5999755859375,1711.800048828125,0.001502,75.49089813232422,75.79250336,75.30940246582031,75.48320007324219,0.0,43.2000732421875,0.48310089417968527,Bearish,High,COVID,Heavy,2020,6,19.62940602396452
2020-06-08,1698.300048828125,1699.4000244140625,1675.9000244140625,1679.0999755859375,0.000587,75.5177002,75.73999786376953,75.38880157470703,75.5177002,0.0,23.5,0.3511962890625,Bullish,Medium,COVID,Heavy,2020,6,19.810952026910144
2020-06-09,1714.699951171875,1720.9000244140625,1692.0,1694.5999755859375,0.00069,75.625,75.69100189208984,75.39189910888672,75.39980316,0.0,28.9000244140625,0.299102783203125,Bullish,High,COVID,Heavy,2020,6,19.80438781076522
2020-06-10,1713.300048828125,1740.800048828125,1711.9000244140625,1716.0999755859375,0.000718,75.50980377197266,75.77989959716797,75.37689971923828,75.50969696044922,0.0,28.9000244140625,0.4029998779296875,Bearish,High,COVID,Heavy,2020,6,19.79053702844032
2020-06-11,1732.0,1744.0999755859375,1720.0,1737.199951171875,0.000347,75.875,76.1969986,75.5,75.875,0.0,24.0999755859375,0.6969986000000006,Bearish,Medium,COVID,Normal,2020,6,19.911591325698716
2020-06-12,1729.300048828125,1743.0,1724.9000244140625,1724.9000244140625,0.000318,76.38999938964844,76.38999938964844,75.76750183105469,76.38999938964844,0.0,18.0999755859375,0.62249755859375,Bullish,Medium,COVID,Normal,2020,6,19.135606157513283
